,当前学区房价格,教育花费(千元/年),时间成本(分钟),占有教育资源,学校,学区,教育花费效率,时间成本效率,学区内教育资源占有差别,西城区教育资源占有差别,小区,户数
28,150045.1484982188,148.112079381781,22.583333333333332,18.0,北京市西城外国语学校附属小学,展览路学区,-0.04997184425514093,-1.3925925925925926,-14.058433886875598,-16.29681425651134,北礼士路乙56号小区,234
29,148374.0492343594,145.0205517484898,8.35,18.0,北京市西城外国语学校附属小学,展览路学区,-0.05115733364177104,-3.790322580645162,-14.058433886875598,-16.29681425651134,北礼士路149号院,272
30,119452.10511839067,118.24347926918718,20.566666666666666,22.000000000000004,青年湖小学,广安门外学区,-0.0257549771728506,-1.3344182262001627,-10.567545485343057,-12.296814256511336,广南小区,494
31,149167.38585360942,145.79510215659596,9.416666666666666,22.000000000000004,青年湖小学,广安门外学区,-0.020342028776924346,-2.928571428571429,-10.567545485343057,-12.296814256511336,源屋曲,589
32,153972.96882089067,151.94688891921197,21.016666666666666,38.66666666666666,阜成门外第一小学,展览路学区,0.10200864705159693,-0.5095541401273891,6.608232779791059,4.369852410155318,阜成门南大街小区,1402
33,184547.25086175007,181.79717196134388,15.766666666666667,28.666666666666664,北京市第十五中学附属小学,陶然亭-白纸坊学区,0.023938685814894577,-1.317747077577046,1.4040896350808367,-5.630147589844675,黑窑厂西里小区,870
34,177853.4731368282,173.8019028929481,8.15,52.666666666666664,中古友谊小学,月坛学区,0.17599184479150362,0.41322314049586717,11.075110321157148,18.369852410155325,三里河北街3号院,1166
35,160843.63917037504,158.6548617948206,13.4,39.33333333333333,北京小学广内分校,广安门内-牛街学区,0.10188635167693716,-0.7509386733416776,5.243934705200154,5.036519076821989,槐柏树街北里,872
36,121935.30234046878,120.66787438104647,21.883333333333333,38.66666666666666,北京第二实验小学广外分校,广安门外学区,0.13212002777838452,-0.48929663608562746,6.099121181323596,4.369852410155318,车站西街13号院,444
37,214293.3537967032,210.8388871787973,28.683333333333334,46.0,育翔小学,德胜学区,0.10876847306181107,-0.11655011655011663,8.722037402499765,11.70318574348866,德胜佳苑,541
38,189809.80644248443,186.93511022592642,22.6,38.66666666666666,五路通小学,德胜学区,0.0812859490711063,-0.47372316802368664,1.3887040691664225,4.369852410155318,双旗杆东里(西区),540
39,145294.50945220317,144.203935468375,16.216666666666665,35.333333333333336,康乐里小学,广安门内-牛街学区,0.0823678828343827,-0.8677685950413223,1.2439347052001608,1.036519076821996,长椿街小区,1018
40,286087.63764754694,280.9330823880531,25.583333333333332,42.666666666666664,北京第一实验小学前门分校,大栅栏-椿树-天桥学区,0.06761084951845209,-0.2614379084967322,17.389666220545884,8.369852410155325,东北园,99
41,160111.9469505938,157.94049604680373,14.7,46.0,育民小学,月坛学区,0.14893743974335522,-0.22805017103762845,4.408443654490483,11.70318574348866,西便门外大街10号院,441
42,100692.10624528128,99.92771716939303,23.333333333333332,18.0,西城区实验小学,陶然亭-白纸坊学区,-0.07822513849549725,-1.3476702508960574,-9.262577031585828,-16.29681425651134,天缘公寓,368
43,162916.76712642194,162.13889808086827,40.53333333333333,28.666666666666664,顺城街第一小学,长安街学区,0.02713054907738176,-0.5109188298310673,-0.07304743245531142,-5.630147589844675,宣武门东大街小区,991
44,208793.6012875782,204.0093688090884,12.15,46.0,育翔小学,德胜学区,0.11269247587944617,-0.2762430939226521,8.722037402499765,11.70318574348866,新街口外大街28号院,11
45,148222.6184269688,146.33270682261818,24.683333333333334,22.000000000000004,华嘉小学,金融街学区,-0.020258947066058467,-1.111111111111111,-17.83123450669311,-12.296814256511336,砖塔胡同78号院,160
46,159449.93970412505,155.83416513193137,8.3,28.666666666666664,北京第二实验小学玉桃园分校,新街口学区,0.028342553669742598,-2.5152129817444226,-21.52358049432197,-5.630147589844675,玉桃园(一区),537
47,124748.16309014066,123.4141265881661,21.216666666666665,18.0,红莲小学,广安门外学区,-0.061324953619849826,-1.4826498422712935,-14.56754548534306,-16.29681425651134,马连道中里(二区),726
48,130786.63404679691,127.84960655256877,4.95,10.0,椿树馆小学,广安门外学区,-0.1296260463273814,-8.082191780821917,-22.56754548534306,-24.29681425651134,广安苑小区,400
49,146031.56205454693,144.92353466509525,17.366666666666667,35.333333333333336,康乐里小学,广安门内-牛街学区,0.0819127154102906,-0.8100289296046287,1.2439347052001608,1.036519076821996,长椿街西里,111
50,156178.7662453594,154.1004530606693,23.483333333333334,52.666666666666664,中古友谊小学,月坛学区,0.2008653980040241,0.14245014245014223,11.075110321157148,18.369852410155325,铁道部第三住宅区,535
51,135305.43654698442,133.72140380955182,16.716666666666665,38.0,进步小学,展览路学区,0.11202807768354897,-0.6813627254509019,5.941566113124402,3.7031857434886604,车公庄北里28号楼,75
52,134798.88039482816,131.76684290707863,4.183333333333334,8.0,白纸坊小学,陶然亭-白纸坊学区,-0.1423732108440803,-10.081300813008129,-19.262577031585828,-26.29681425651134,白广路东里,328
53,199057.80645843755,194.50411760150175,3.4166666666666665,27.999999999999996,三义里小学,广安门外学区,0.018539066411946144,-6.400000000000002,-4.567545485343064,-6.296814256511343,马连道北街10号院,96
54,225823.53668864068,222.09603533985373,21.483333333333334,46.0,育翔小学,德胜学区,0.10286457910848344,-0.1557632398753895,8.722037402499765,11.70318574348866,中骏天宸,120
55,119687.96195114066,117.01375101213766,4.7,39.33333333333333,北京小学天宁寺分校,广安门外学区,0.14335498130701807,-2.16606498194946,6.765787847990268,5.036519076821989,天宁寺北里,611
56,118928.12772290628,117.73190965842788,19.466666666666665,27.999999999999996,三义里小学,广安门外学区,0.03235357396769164,-1.1006018916595017,-4.567545485343064,-6.296814256511343,馨莲茗园,525
57,173857.30793648443,169.9003668845485,11.4,38.66666666666666,展览路第一小学,展览路学区,0.09020807742220308,-0.9425625920471292,6.608232779791059,4.369852410155318,扣钟北里(西区),525
58,117986.04048754691,116.81213104880179,20.9,38.66666666666666,北京第二实验小学广外分校,广安门外学区,0.13710904308869934,-0.5124099279423544,6.099121181323596,4.369852410155318,车站西街17号院,1215
59,139186.35352223442,137.5104206708279,20.45,38.66666666666666,展览路第一小学,展览路学区,0.11400020295293525,-0.5237315875613754,6.608232779791059,4.369852410155318,朝阳庵社区,826
60,140291.93242575004,137.12981946590827,4.1,39.33333333333333,北京小学广内分校,广安门内-牛街学区,0.11980006682658853,-2.4896265560165993,5.243934705200154,5.036519076821989,西便门内大街97号院,346
61,114473.64981346879,111.92291378588584,7.183333333333334,27.999999999999996,三义里小学,广安门外学区,0.03428674765905589,-3.004694835680752,-4.567545485343064,-6.296814256511343,马连道北里,498
62,192806.26029492193,188.4006080511382,8.633333333333333,38.66666666666666,五路通小学,德胜学区,0.08060013186652153,-1.2475633528265122,1.3887040691664225,4.369852410155318,黄寺大街24号院,1515
63,195203.69139600007,190.74126798374277,6.733333333333333,18.666666666666668,北京第二实验小学德胜校区,德胜学区,-0.0340836186387349,-4.611528822055138,-18.611295930833567,-15.630147589844672,教场口街6号院,699
64,176008.16143968757,173.46028817679576,8.55,28.666666666666664,北京市第十五中学附属小学,陶然亭-白纸坊学区,0.025195792342111566,-2.4409448818897643,1.4040896350808367,-5.630147589844675,凯迪尚府,250
65,127110.75170456254,125.7207691041985,19.116666666666667,38.66666666666666,北京第二实验小学广外分校,广安门外学区,0.12610664509700845,-0.5604203152364279,6.099121181323596,4.369852410155318,车站西街15号院,1140
66,193058.19827535943,188.64658014019892,5.05,46.0,育民小学,月坛学区,0.1226455703169414,-0.6711409395973159,4.408443654490483,11.70318574348866,西便门外大街西里,832
67,209700.84603628132,206.3551300021422,13.483333333333333,24.666666666666668,西什库小学,什刹海学区,0.0,-1.8407960199004978,-16.335830212234715,-9.630147589844672,西四东大街,31
68,125833.64055904691,124.47389995060867,19.783333333333335,30.666666666666664,宣武回民小学,广安门内-牛街学区,0.05465960457440169,-0.9475465313028766,-3.4227319614665106,-3.6301475898446753,法源寺西里,899
69,183898.64457168756,179.70392466823,4.983333333333333,52.666666666666664,中古友谊小学,月坛学区,0.16969665816508833,0.6802721088435364,11.075110321157148,18.369852410155325,三里河一区(西区),72
